# strongSwan IPsec 握手完成时间测试结果
# 测试时间: Fri 18 Jul 04:29:35 +00 2025
# 连接名称: net-net
# 列格式: test_num,hct_ms,connection_status,error_message,timestamp,network_conditions,interface,local_ip,remote_ip
test_num,hct_ms,connection_status,error_message,timestamp,network_conditions,interface,local_ip,remote_ip
25,58.749226000,SUCCESS,,2025-07-18 04:31:45,ideal,ens33,192.168.31.114,192.168.31.135
26,59.715452000,SUCCESS,,2025-07-18 04:31:50,ideal,ens33,192.168.31.114,192.168.31.135
27,62.507770000,SUCCESS,,2025-07-18 04:31:55,ideal,ens33,192.168.31.114,192.168.31.135
28,58.970724000,SUCCESS,,2025-07-18 04:32:00,ideal,ens33,192.168.31.114,192.168.31.135
29,61.542039000,SUCCESS,,2025-07-18 04:32:05,ideal,ens33,192.168.31.114,192.168.31.135
30,63.502458000,SUCCESS,,2025-07-18 04:32:11,ideal,ens33,192.168.31.114,192.168.31.135
31,56.559517000,SUCCESS,,2025-07-18 04:32:16,ideal,ens33,192.168.31.114,192.168.31.135
32,53.128340000,SUCCESS,,2025-07-18 04:32:21,ideal,ens33,192.168.31.114,192.168.31.135
33,56.759663000,SUCCESS,,2025-07-18 04:32:26,ideal,ens33,192.168.31.114,192.168.31.135
34,55.196880000,SUCCESS,,2025-07-18 04:32:31,ideal,ens33,192.168.31.114,192.168.31.135
35,59.185410000,SUCCESS,,2025-07-18 04:32:36,ideal,ens33,192.168.31.114,192.168.31.135
36,58.090265000,SUCCESS,,2025-07-18 04:32:41,ideal,ens33,192.168.31.114,192.168.31.135
37,70.626808000,SUCCESS,,2025-07-18 04:32:47,ideal,ens33,192.168.31.114,192.168.31.135
38,57.629474000,SUCCESS,,2025-07-18 04:32:52,ideal,ens33,192.168.31.114,192.168.31.135
39,58.146876000,SUCCESS,,2025-07-18 04:32:57,ideal,ens33,192.168.31.114,192.168.31.135
40,52.023884000,SUCCESS,,2025-07-18 04:33:02,ideal,ens33,192.168.31.114,192.168.31.135
41,62.042477000,SUCCESS,,2025-07-18 04:33:07,ideal,ens33,192.168.31.114,192.168.31.135
42,60.547508000,SUCCESS,,2025-07-18 04:33:13,ideal,ens33,192.168.31.114,192.168.31.135
43,64.690473000,SUCCESS,,2025-07-18 04:33:18,ideal,ens33,192.168.31.114,192.168.31.135
44,55.830395000,SUCCESS,,2025-07-18 04:33:23,ideal,ens33,192.168.31.114,192.168.31.135
45,59.003130000,SUCCESS,,2025-07-18 04:33:29,ideal,ens33,192.168.31.114,192.168.31.135
46,58.208270000,SUCCESS,,2025-07-18 04:33:34,ideal,ens33,192.168.31.114,192.168.31.135
47,62.895178000,SUCCESS,,2025-07-18 04:33:39,ideal,ens33,192.168.31.114,192.168.31.135
48,57.488096000,SUCCESS,,2025-07-18 04:33:44,ideal,ens33,192.168.31.114,192.168.31.135
49,55.044757000,SUCCESS,,2025-07-18 04:33:49,ideal,ens33,192.168.31.114,192.168.31.135
50,56.254248000,SUCCESS,,2025-07-18 04:33:54,ideal,ens33,192.168.31.114,192.168.31.135
